Title,Name,Address,Country,Gender,Age,Buy_for,Favourites,Time,Date,Username
MR,BORIS20466,3015903-Boris Road-Doris Town,USA,M,71+,Family,Drama,19:20:19,23/02/2000,user_1704562
MR,BORIS148248,44241110-Boris Road-Doris Town,OuterMongolia,M,51-70,Myself,Sci-Fi,10:06:17,20/02/2000,user_461219
MR,BORIS37570,58423209-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,07:26:51,23/02/2000,user_4543075
MR,BORIS670,21534486-Boris Road-Doris Town,OuterMongolia,M,31-40,Other,Sci-Fi,18:29:44,22/02/2000,user_727501
MRS,DORIS141474,60479828-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,19:28:55,26/02/2000,user_2781986
MR,BORIS75000,48659224-Boris Road-Doris Town,USA,M,21-30,Myself,Drama,20:30:17,18/02/2000,user_3302504
MRS,DORIS129263,17706190-Boris Road-Doris Town,USA,F,31-40,Myself,Horror,15:36:51,25/02/2000,user_255754
MISS,DORIS14997,30604568-Boris Road-Doris Town,USA,F,31-40,Myself,Children,23:23:10,19/02/2000,user_1023193
MISS,DORIS125832,91928556-Boris Road-Doris Town,USA,F,21-30,Family,Western,09:30:24,20/02/2000,user_2006082
MISS,DORIS118549,44985894-Boris Road-Doris Town,UK,F,51-70,Myself,Drama,03:40:01,25/02/2000,user_3221142
MRS,DORIS145896,45799034-Boris Road-Doris Town,UK,F,51-70,Other,Children,11:07:06,23/02/2000,user_4744746
MISS,DORIS79193,76461984-Boris Road-Doris Town,UK,F,71+,Friends,Western,03:02:47,23/02/2000,user_2378941
MR,BORIS95453,68583665-Boris Road-Doris Town,UK,M,51-70,Family,Western,16:12:56,27/02/2000,user_2950948
MR,BORIS9155,32501424-Boris Road-Doris Town,USA,M,31-40,Myself,Comedy,15:55:05,21/02/2000,user_791054
MR,BORIS17327,27224034-Boris Road-Doris Town,OuterMongolia,M,51-70,Myself,Comedy,15:30:15,19/02/2000,user_3730954
MISS,DORIS102078,51030544-Boris Road-Doris Town,UK,F,51-70,Myself,Western,01:33:49,18/02/2000,user_2881860
MR,BORIS12214,82555946-Boris Road-Doris Town,USA,M,51-70,Other,Adventure,08:51:37,20/02/2000,user_865417
MR,BORIS131046,94653127-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,10:56:21,27/02/2000,user_2847602
MR,BORIS152539,93695466-Boris Road-Doris Town,OuterMongolia,M,21-30,Other,Drama,11:32:01,24/02/2000,user_1148068
MISS,DORIS26890,84806303-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,20:57:10,27/02/2000,user_171933
MISS,DORIS6899,74244893-Boris Road-Doris Town,UK,F,31-40,Family,Children,00:42:31,24/02/2000,user_2029111
MR,BORIS60353,91825863-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,14:49:11,20/02/2000,user_3211906
MR,BORIS73414,14789879-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,22:33:58,20/02/2000,user_1743306
MR,BORIS126432,86325989-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,21:38:49,22/02/2000,user_1803632
MR,BORIS74990,13044718-Boris Road-Doris Town,USA,M,71+,Myself,Comedy,05:50:09,26/02/2000,user_721645
MR,BORIS151815,61399716-Boris Road-Doris Town,OuterMongolia,M,71+,Other,Western,12:47:38,25/02/2000,user_4249308
MR,BORIS34465,23096548-Boris Road-Doris Town,OuterMongolia,M,21-30,Friends,Drama,07:52:02,22/02/2000,user_3066787
MISS,DORIS95613,24125364-Boris Road-Doris Town,OuterMongolia,F,21-30,Family,Comedy,19:32:19,23/02/2000,user_3185418
MRS,DORIS13232,31335634-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,08:41:59,22/02/2000,user_191466
MR,BORIS124296,63944698-Boris Road-Doris Town,USA,M,51-70,Family,Drama,05:17:11,17/02/2000,user_4434010
MISS,DORIS77673,43844531-Boris Road-Doris Town,USA,F,31-40,Other,Western,14:58:40,24/02/2000,user_3124630
MR,BORIS9006,99439817-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,06:52:06,22/02/2000,user_2183421
MR,BORIS124139,73881860-Boris Road-Doris Town,USA,M,31-40,Myself,Comedy,11:17:44,18/02/2000,user_3440350
MR,BORIS82553,31012086-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,10:17:08,22/02/2000,user_4968786
MRS,DORIS2460,45437589-Boris Road-Doris Town,OuterMongolia,F,31-40,Myself,Sci-Fi,22:37:26,21/02/2000,user_3118307
MR,BORIS60246,42574091-Boris Road-Doris Town,USA,M,31-40,Myself,Adventure,21:08:20,27/02/2000,user_3463910
MR,BORIS109241,59675885-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,23:01:42,26/02/2000,user_3568849
MISS,DORIS136298,4053936-Boris Road-Doris Town,UK,F,71+,Other,Western,02:04:53,15/02/2000,user_962032
MR,BORIS8438,93837019-Boris Road-Doris Town,USA,M,71+,Myself,Children,05:03:36,24/02/2000,user_1502971
MRS,DORIS146939,74376510-Boris Road-Doris Town,USA,F,51-70,Family,Horror,20:47:12,21/02/2000,user_1714413
MR,BORIS134195,95203893-Boris Road-Doris Town,UK,M,21-30,Myself,Musical,03:52:45,23/02/2000,user_2719789
MISS,DORIS151948,14473969-Boris Road-Doris Town,UK,F,21-30,Myself,Sci-Fi,17:58:11,23/02/2000,user_4930496
MRS,DORIS141,53852027-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,22:09:07,14/02/2000,user_1740982
MRS,DORIS68907,77718654-Boris Road-Doris Town,USA,F,71+,Family,Drama,22:09:19,24/02/2000,user_1057447
MR,BORIS106886,86491922-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,17:49:28,27/02/2000,user_1448202
MR,BORIS32060,91394580-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,13:30:07,21/02/2000,user_165543
MR,BORIS148311,78725480-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,16:27:44,15/02/2000,user_3154932
MRS,DORIS140000,33931193-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,03:18:09,25/02/2000,user_3662309
MISS,DORIS113356,39266139-Boris Road-Doris Town,USA,F,31-40,Other,Children,11:03:09,14/02/2000,user_702466
MR,BORIS150606,6747991-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,19:06:23,19/02/2000,user_4278628
MISS,DORIS29181,58117848-Boris Road-Doris Town,OuterMongolia,F,21-30,Myself,Western,11:04:44,27/02/2000,user_3163902
MR,BORIS141754,67464592-Boris Road-Doris Town,UK,M,21-30,Family,Drama,11:09:26,21/02/2000,user_1718652
MRS,DORIS135391,35940998-Boris Road-Doris Town,UK,F,51-70,Myself,Drama,18:09:23,22/02/2000,user_3485315
MR,BORIS81614,18585670-Boris Road-Doris Town,UK,M,71+,Friends,Drama,05:40:20,26/02/2000,user_2426878
MR,BORIS1431,99856921-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,17:47:33,17/02/2000,user_3365589
MRS,DORIS88620,19716753-Boris Road-Doris Town,USA,F,21-30,Friends,Horror,22:22:28,26/02/2000,user_461543
MRS,DORIS9480,85630756-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,17:37:35,23/02/2000,user_3078014
MISS,DORIS120903,31210181-Boris Road-Doris Town,USA,F,21-30,Friends,Sci-Fi,00:33:15,26/02/2000,user_3945124
MISS,DORIS92719,48397268-Boris Road-Doris Town,UK,F,21-30,Other,Horror,21:26:11,22/02/2000,user_2965879
MRS,DORIS37111,75309897-Boris Road-Doris Town,UK,F,31-40,Family,Children,17:04:35,21/02/2000,user_2084497
MR,BORIS6203,52885097-Boris Road-Doris Town,OuterMongolia,M,21-30,Other,Children,00:29:06,26/02/2000,user_2880802
MRS,DORIS59697,37902306-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,21:54:10,22/02/2000,user_3684635
MISS,DORIS136233,13377787-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,00:44:51,26/02/2000,user_3479072
MISS,DORIS154611,40014049-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,06:12:42,16/02/2000,user_4532394
MISS,DORIS110862,92833916-Boris Road-Doris Town,OuterMongolia,F,31-40,Myself,Musical,03:56:17,20/02/2000,user_1498779
MR,BORIS117161,14436056-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,19:02:35,24/02/2000,user_3658586
MRS,DORIS14989,76379964-Boris Road-Doris Town,UK,F,51-70,Myself,Drama,09:32:46,26/02/2000,user_548583
MRS,DORIS126016,3806145-Boris Road-Doris Town,UK,F,31-40,Family,Children,00:39:03,21/02/2000,user_1763465
MR,BORIS139052,31073991-Boris Road-Doris Town,UK,M,21-30,Myself,Horror,07:22:21,24/02/2000,user_2730014
MISS,DORIS5594,91669310-Boris Road-Doris Town,OuterMongolia,F,71+,Myself,Comedy,12:53:48,17/02/2000,user_1922858
MRS,DORIS117213,41570661-Boris Road-Doris Town,UK,F,31-40,Family,Children,23:54:02,16/02/2000,user_3646485
MISS,DORIS23776,95521385-Boris Road-Doris Town,OuterMongolia,F,51-70,Myself,Horror,14:51:21,22/02/2000,user_2281474
MISS,DORIS48020,74817171-Boris Road-Doris Town,UK,F,21-30,Other,Children,04:29:48,27/02/2000,user_897758
MISS,DORIS96455,30595194-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,18:32:42,20/02/2000,user_3426937
MISS,DORIS80678,50700384-Boris Road-Doris Town,UK,F,21-30,Myself,Horror,08:03:11,22/02/2000,user_407129
MISS,DORIS123231,72786282-Boris Road-Doris Town,USA,F,71+,Friends,Sci-Fi,19:49:27,21/02/2000,user_4003048
MR,BORIS34434,4658119-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,21:07:00,21/02/2000,user_2550398
MR,BORIS133265,74981189-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,07:31:31,24/02/2000,user_4842850
MRS,DORIS51356,33927637-Boris Road-Doris Town,UK,F,31-40,Family,Children,23:25:18,15/02/2000,user_1779364
MR,BORIS52897,27399006-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,16:01:09,19/02/2000,user_2257654
MISS,DORIS54316,33631774-Boris Road-Doris Town,USA,F,21-30,Other,Horror,03:09:39,25/02/2000,user_4327977
MISS,DORIS11623,52423185-Boris Road-Doris Town,OuterMongolia,F,21-30,Myself,Adventure,14:13:14,19/02/2000,user_1873243
MISS,DORIS9581,63010747-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,11:22:18,18/02/2000,user_1898571
MR,BORIS21501,3101998-Boris Road-Doris Town,OuterMongolia,M,21-30,Family,Western,05:21:22,23/02/2000,user_4927618
MR,BORIS53081,97574016-Boris Road-Doris Town,OuterMongolia,M,21-30,Friends,Comedy,10:08:49,20/02/2000,user_68820
MRS,DORIS83275,84666574-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,18:11:33,25/02/2000,user_1942455
MRS,DORIS40339,18756682-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,00:32:53,19/02/2000,user_2804283
MISS,DORIS127292,73672812-Boris Road-Doris Town,USA,F,21-30,Family,Children,08:41:04,27/02/2000,user_4855161
MRS,DORIS118617,99178929-Boris Road-Doris Town,UK,F,51-70,Myself,Drama,22:13:56,24/02/2000,user_4487321
MISS,DORIS102528,30544163-Boris Road-Doris Town,OuterMongolia,F,31-40,Friends,Western,10:18:44,22/02/2000,user_4850739
MR,BORIS73421,7257843-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,16:20:19,17/02/2000,user_774948
MRS,DORIS30346,66791347-Boris Road-Doris Town,UK,F,51-70,Myself,Drama,04:00:40,19/02/2000,user_4470693
MR,BORIS41969,58842949-Boris Road-Doris Town,OuterMongolia,M,71+,Family,Adventure,22:35:52,22/02/2000,user_2749034
MISS,DORIS124729,82409957-Boris Road-Doris Town,USA,F,31-40,Family,Sci-Fi,11:06:09,20/02/2000,user_1769417
MRS,DORIS105036,35353624-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,06:10:17,26/02/2000,user_1723777
MR,BORIS104506,29706578-Boris Road-Doris Town,USA,M,21-30,Myself,Horror,17:29:01,23/02/2000,user_1361703
MR,BORIS136156,40359334-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,06:19:24,23/02/2000,user_2077985
MR,BORIS145745,87917292-Boris Road-Doris Town,OuterMongolia,M,51-70,Friends,Comedy,07:58:57,21/02/2000,user_4141793
MISS,DORIS50213,75292282-Boris Road-Doris Town,UK,F,31-40,Family,Children,06:26:50,23/02/2000,user_1771777
MR,BORIS69176,52434983-Boris Road-Doris Town,USA,M,71+,Family,Comedy,23:15:46,24/02/2000,user_4791997
MR,BORIS98842,52957903-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,02:47:13,24/02/2000,user_3258310
MR,BORIS9422,32940803-Boris Road-Doris Town,UK,M,51-70,Myself,Musical,07:51:08,25/02/2000,user_1879711
MISS,DORIS107307,60884223-Boris Road-Doris Town,USA,F,71+,Myself,Sci-Fi,12:11:50,18/02/2000,user_4686558
MRS,DORIS103182,50642361-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,11:19:05,18/02/2000,user_537357
MISS,DORIS150091,34090496-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,11:30:56,18/02/2000,user_2521859
MISS,DORIS143564,2081925-Boris Road-Doris Town,UK,F,51-70,Myself,Drama,19:47:38,23/02/2000,user_1180385
MRS,DORIS35653,23156903-Boris Road-Doris Town,UK,F,31-40,Family,Children,15:09:09,19/02/2000,user_4920975
MR,BORIS72641,9394788-Boris Road-Doris Town,UK,M,31-40,Family,Children,17:38:05,26/02/2000,user_3538872
MR,BORIS107299,30240010-Boris Road-Doris Town,OuterMongolia,M,21-30,Other,Comedy,10:46:43,17/02/2000,user_1286938
MISS,DORIS60916,36449097-Boris Road-Doris Town,UK,F,31-40,Family,Children,03:22:15,23/02/2000,user_3180830
MR,BORIS78037,75583383-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,13:39:07,27/02/2000,user_3937268
MR,BORIS108554,24982486-Boris Road-Doris Town,OuterMongolia,M,71+,Friends,Horror,16:03:10,21/02/2000,user_2980191
MISS,DORIS60125,39770950-Boris Road-Doris Town,OuterMongolia,F,71+,Friends,Comedy,04:39:38,20/02/2000,user_3743106
MR,BORIS142988,65193920-Boris Road-Doris Town,UK,M,31-40,Myself,Musical,08:08:04,18/02/2000,user_3853281
MR,BORIS79549,55289724-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,15:43:05,24/02/2000,user_299319
MISS,DORIS116835,42859904-Boris Road-Doris Town,USA,F,51-70,Family,Drama,05:12:21,25/02/2000,user_2239767
MISS,DORIS149536,61391-Boris Road-Doris Town,UK,F,31-40,Family,Children,08:01:35,22/02/2000,user_3374047
MR,BORIS40481,73172766-Boris Road-Doris Town,UK,M,21-30,Myself,Children,13:49:34,25/02/2000,user_2072715
MRS,DORIS18498,2401430-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,03:04:54,19/02/2000,user_1988484
MR,BORIS31084,97465090-Boris Road-Doris Town,OuterMongolia,M,31-40,Other,Adventure,15:31:12,19/02/2000,user_1436454
MISS,DORIS46915,42677444-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,17:49:28,21/02/2000,user_1177805
MISS,DORIS135048,28392460-Boris Road-Doris Town,OuterMongolia,F,51-70,Myself,Western,07:19:01,24/02/2000,user_1869841
MR,BORIS3482,48656473-Boris Road-Doris Town,UK,M,21-30,Family,Musical,04:55:16,20/02/2000,user_540390
MR,BORIS92249,244409-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,05:07:51,24/02/2000,user_103831
MR,BORIS127164,82591990-Boris Road-Doris Town,USA,M,21-30,Friends,Drama,16:36:53,25/02/2000,user_1108555
MISS,DORIS79546,76747201-Boris Road-Doris Town,USA,F,21-30,Friends,Musical,00:53:00,23/02/2000,user_1364134
MRS,DORIS64658,66949132-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,15:38:58,16/02/2000,user_4161474
MISS,DORIS140089,56421391-Boris Road-Doris Town,USA,F,21-30,Myself,Sci-Fi,06:55:04,27/02/2000,user_4489970
MISS,DORIS22788,91403421-Boris Road-Doris Town,UK,F,31-40,Family,Comedy,02:20:14,23/02/2000,user_3399349
MISS,DORIS119513,22536042-Boris Road-Doris Town,USA,F,31-40,Other,Sci-Fi,04:47:31,22/02/2000,user_1562729
MRS,DORIS120294,60871700-Boris Road-Doris Town,UK,F,71+,Myself,Comedy,07:31:28,25/02/2000,user_2844336
MISS,DORIS153768,82590260-Boris Road-Doris Town,UK,F,21-30,Myself,Adventure,03:49:53,20/02/2000,user_1590545
MISS,DORIS116894,17660869-Boris Road-Doris Town,UK,F,31-40,Other,Musical,07:07:15,20/02/2000,user_1621143
MR,BORIS127448,914929-Boris Road-Doris Town,OuterMongolia,M,21-30,Family,Horror,11:18:26,27/02/2000,user_1150885
MR,BORIS4597,6063471-Boris Road-Doris Town,UK,M,31-40,Family,Children,17:16:17,27/02/2000,user_2055341
MISS,DORIS66645,81023699-Boris Road-Doris Town,OuterMongolia,F,51-70,Myself,Adventure,20:29:26,26/02/2000,user_4570414
MR,BORIS52303,51193792-Boris Road-Doris Town,USA,M,31-40,Myself,Comedy,00:46:03,25/02/2000,user_3591611
MRS,DORIS103549,62630320-Boris Road-Doris Town,UK,F,71+,Family,Drama,01:33:06,27/02/2000,user_1537603
MR,BORIS48126,55882033-Boris Road-Doris Town,USA,M,31-40,Myself,Sci-Fi,19:23:47,24/02/2000,user_820645
MRS,DORIS131584,12896517-Boris Road-Doris Town,UK,F,51-70,Friends,Children,23:19:08,18/02/2000,user_619539
MISS,DORIS75636,18543035-Boris Road-Doris Town,OuterMongolia,F,71+,Family,Western,03:23:16,22/02/2000,user_475091
MR,BORIS130189,39791875-Boris Road-Doris Town,USA,M,51-70,Other,Children,00:25:52,26/02/2000,user_2438809
MRS,DORIS135244,2838222-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,08:56:07,26/02/2000,user_3009194
MISS,DORIS146785,69226622-Boris Road-Doris Town,UK,F,21-30,Myself,Musical,07:28:06,26/02/2000,user_827207
MR,BORIS58026,9519915-Boris Road-Doris Town,UK,M,31-40,Family,Children,06:24:39,27/02/2000,user_3949672
MRS,DORIS37309,72853063-Boris Road-Doris Town,UK,F,31-40,Family,Children,20:37:12,23/02/2000,user_1275833
MR,BORIS124251,90390362-Boris Road-Doris Town,USA,M,71+,Family,Western,01:35:23,27/02/2000,user_57613
MISS,DORIS18795,16979849-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,00:07:58,22/02/2000,user_2004279
MISS,DORIS131474,70379012-Boris Road-Doris Town,UK,F,31-40,Myself,Musical,20:04:20,27/02/2000,user_1927158
MR,BORIS413,7335823-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,16:39:15,16/02/2000,user_3820155
MR,BORIS32114,41091896-Boris Road-Doris Town,UK,M,71+,Family,Children,14:57:10,27/02/2000,user_30036
MRS,DORIS96479,17920224-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,17:20:51,24/02/2000,user_4987885
MR,BORIS31876,75758149-Boris Road-Doris Town,USA,M,71+,Family,Western,18:15:57,26/02/2000,user_277424
MRS,DORIS133819,67913125-Boris Road-Doris Town,OuterMongolia,F,71+,Myself,Musical,06:55:16,20/02/2000,user_3895133
MR,BORIS63192,40318817-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,20:38:26,21/02/2000,user_1399530
MISS,DORIS120050,75310146-Boris Road-Doris Town,OuterMongolia,F,71+,Other,Drama,09:20:58,24/02/2000,user_4825579
MRS,DORIS145105,90747060-Boris Road-Doris Town,UK,F,31-40,Family,Children,14:19:47,22/02/2000,user_1147605
MR,BORIS53827,75336492-Boris Road-Doris Town,USA,M,71+,Myself,Sci-Fi,19:32:40,21/02/2000,user_99748
MRS,DORIS69948,13013356-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,00:27:48,23/02/2000,user_2114291
MISS,DORIS40468,73380850-Boris Road-Doris Town,OuterMongolia,F,71+,Other,Drama,04:43:16,25/02/2000,user_4779290
MR,BORIS124654,94232140-Boris Road-Doris Town,USA,M,21-30,Myself,Western,12:17:59,20/02/2000,user_2218451
MISS,DORIS133847,99368561-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,19:49:51,22/02/2000,user_4542482
MISS,DORIS39561,59172985-Boris Road-Doris Town,USA,F,51-70,Other,Horror,10:18:35,26/02/2000,user_1059979
MR,BORIS52056,51785394-Boris Road-Doris Town,UK,M,71+,Family,Horror,20:26:29,24/02/2000,user_296036
MR,BORIS103390,54029514-Boris Road-Doris Town,UK,M,31-40,Family,Children,10:35:45,25/02/2000,user_224521
MISS,DORIS35003,10249957-Boris Road-Doris Town,UK,F,71+,Myself,Musical,09:29:45,27/02/2000,user_1446707
MISS,DORIS67099,63156472-Boris Road-Doris Town,UK,F,31-40,Friends,Horror,23:00:12,18/02/2000,user_312771
MR,BORIS36905,2851579-Boris Road-Doris Town,OuterMongolia,M,21-30,Other,Comedy,22:57:09,24/02/2000,user_4882936
MISS,DORIS148377,43578373-Boris Road-Doris Town,UK,F,71+,Myself,Sci-Fi,06:29:24,25/02/2000,user_4235002
MR,BORIS71497,86380538-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,17:50:48,27/02/2000,user_3202333
MRS,DORIS146330,75049001-Boris Road-Doris Town,UK,F,31-40,Family,Children,06:44:44,23/02/2000,user_4251100
MR,BORIS64568,56854315-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,06:23:11,24/02/2000,user_614843
MISS,DORIS9037,95881934-Boris Road-Doris Town,USA,F,21-30,Myself,Horror,05:59:06,24/02/2000,user_1998032
MR,BORIS81229,1896653-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,09:46:44,23/02/2000,user_3057710
MR,BORIS140854,21755531-Boris Road-Doris Town,OuterMongolia,M,71+,Myself,Children,10:20:29,27/02/2000,user_794374
MR,BORIS85655,67915453-Boris Road-Doris Town,USA,M,51-70,Friends,Horror,05:51:42,24/02/2000,user_3537036
MR,BORIS147055,68871477-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,05:42:50,23/02/2000,user_2454294
MR,BORIS46245,13430241-Boris Road-Doris Town,UK,M,21-30,Other,Horror,09:44:10,19/02/2000,user_3903293
MR,BORIS122983,92584503-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,13:04:22,20/02/2000,user_2606081
MISS,DORIS134775,64208206-Boris Road-Doris Town,OuterMongolia,F,71+,Other,Western,00:56:49,14/02/2000,user_3861614
MR,BORIS63365,28686205-Boris Road-Doris Town,USA,M,31-40,Friends,Adventure,17:27:28,17/02/2000,user_2438799
MR,BORIS50554,44807703-Boris Road-Doris Town,OuterMongolia,M,71+,Family,Musical,22:11:03,23/02/2000,user_4329546
MISS,DORIS84112,56747847-Boris Road-Doris Town,UK,F,31-40,Family,Children,13:45:42,18/02/2000,user_2320698
MR,BORIS104996,28755425-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,12:32:05,25/02/2000,user_2572079
MISS,DORIS105696,33466051-Boris Road-Doris Town,UK,F,51-70,Myself,Comedy,02:25:37,27/02/2000,user_2162959
MR,BORIS55777,40011183-Boris Road-Doris Town,UK,M,71+,Friends,Drama,14:41:59,17/02/2000,user_4604438
MISS,DORIS25576,82945216-Boris Road-Doris Town,UK,F,51-70,Other,Western,15:10:34,18/02/2000,user_996682
MR,BORIS68012,2677449-Boris Road-Doris Town,UK,M,71+,Other,Drama,02:08:31,20/02/2000,user_1095840
MISS,DORIS71488,69952904-Boris Road-Doris Town,UK,F,51-70,Family,Adventure,01:39:12,24/02/2000,user_281663
MR,BORIS76665,48342010-Boris Road-Doris Town,OuterMongolia,M,31-40,Other,Adventure,05:51:38,16/02/2000,user_4667666
MRS,DORIS56812,8564462-Boris Road-Doris Town,USA,F,51-70,Friends,Horror,00:47:06,19/02/2000,user_2942552
MR,BORIS34162,86709653-Boris Road-Doris Town,UK,M,31-40,Family,Children,14:04:51,18/02/2000,user_935525
MISS,DORIS26029,74728975-Boris Road-Doris Town,UK,F,51-70,Friends,Horror,03:51:37,19/02/2000,user_3916106
MISS,DORIS26192,11236934-Boris Road-Doris Town,UK,F,31-40,Myself,Adventure,16:18:05,27/02/2000,user_4660054
MR,BORIS50561,55489391-Boris Road-Doris Town,OuterMongolia,M,71+,Other,Western,17:17:57,19/02/2000,user_3732089
MR,BORIS27346,1761982-Boris Road-Doris Town,OuterMongolia,M,51-70,Other,Western,05:44:23,27/02/2000,user_1599280
MR,BORIS15681,92600114-Boris Road-Doris Town,USA,M,31-40,Other,Musical,11:17:25,21/02/2000,user_2439751
MR,BORIS50452,9930281-Boris Road-Doris Town,OuterMongolia,M,71+,Myself,Adventure,20:11:42,24/02/2000,user_4686750
MR,BORIS92656,41500146-Boris Road-Doris Town,USA,M,21-30,Myself,Adventure,03:38:42,20/02/2000,user_2466777
MR,BORIS96116,96764577-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,09:05:00,17/02/2000,user_4336259
MISS,DORIS122167,29118740-Boris Road-Doris Town,OuterMongolia,F,71+,Myself,Comedy,01:08:45,27/02/2000,user_509723
MR,BORIS75467,11850230-Boris Road-Doris Town,UK,M,51-70,Myself,Drama,08:17:34,19/02/2000,user_2626312
MRS,DORIS40510,90086506-Boris Road-Doris Town,OuterMongolia,F,51-70,Friends,Horror,09:00:35,19/02/2000,user_4712016
MISS,DORIS15915,57616300-Boris Road-Doris Town,UK,F,71+,Friends,Western,01:22:52,21/02/2000,user_3257053
MR,BORIS64152,5604776-Boris Road-Doris Town,UK,M,51-70,Other,Comedy,03:46:04,16/02/2000,user_3931334
MISS,DORIS78561,42871860-Boris Road-Doris Town,OuterMongolia,F,21-30,Myself,Children,00:43:24,18/02/2000,user_4166508
MRS,DORIS61051,29760277-Boris Road-Doris Town,UK,F,31-40,Family,Children,08:49:31,23/02/2000,user_3661767
MR,BORIS9348,49436661-Boris Road-Doris Town,OuterMongolia,M,21-30,Family,Musical,20:06:19,24/02/2000,user_3615098
MRS,DORIS6844,70243670-Boris Road-Doris Town,USA,F,71+,Other,Horror,18:18:14,17/02/2000,user_3846372
MRS,DORIS77811,26826311-Boris Road-Doris Town,UK,F,71+,Myself,Musical,01:39:12,21/02/2000,user_2104770
MR,BORIS150852,52547491-Boris Road-Doris Town,OuterMongolia,M,71+,Family,Comedy,11:15:30,23/02/2000,user_4026301
MISS,DORIS39117,12082989-Boris Road-Doris Town,USA,F,71+,Myself,Western,09:53:39,17/02/2000,user_2102380
MRS,DORIS110947,59804765-Boris Road-Doris Town,UK,F,51-70,Myself,Drama,08:44:35,23/02/2000,user_3656157
MRS,DORIS78934,22638553-Boris Road-Doris Town,OuterMongolia,F,31-40,Other,Children,03:55:02,21/02/2000,user_1158663
MR,BORIS122532,19092124-Boris Road-Doris Town,UK,M,21-30,Family,Western,23:29:28,25/02/2000,user_732534
MRS,DORIS102550,3600582-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,23:25:58,18/02/2000,user_160161
MISS,DORIS70028,48746545-Boris Road-Doris Town,UK,F,31-40,Myself,Sci-Fi,18:23:45,27/02/2000,user_163474
MISS,DORIS33849,14533612-Boris Road-Doris Town,OuterMongolia,F,21-30,Family,Sci-Fi,13:01:36,18/02/2000,user_406510
MR,BORIS99734,84299766-Boris Road-Doris Town,OuterMongolia,M,21-30,Friends,Horror,00:47:45,15/02/2000,user_2943878
MR,BORIS118815,81523898-Boris Road-Doris Town,UK,M,31-40,Family,Children,20:59:48,16/02/2000,user_2817275
MISS,DORIS47197,7845575-Boris Road-Doris Town,USA,F,21-30,Myself,Adventure,14:34:03,22/02/2000,user_2579272
